creator_name,userid,comment
viralvids,2454785,Everyone complaining about the people who didnt help. What I saw were people who were cautiously planning out how they could help and then actually helping. That man and his dog wouldnt have made it had the said bystanders not jumped in to help.
drthik1,2322225,man I have looked everywhere for a caramel/blonde and cant even find a price on one. do you mind if I ask what u paid?
Inglorious Bettas,752206,Thanks for posting. I did not know you are a member of the AKA.
MileHighReefers,543292,Are blue throats reef safe🤔
NeSekret TV,87177,😭😭😭😭😭😭😭
SlideShow ForFun,2156945,Bless you for the rescue of beautiful cats.
Vet Ranch,952727,How I wish we have a good surgeon vet here in the Philippines...
Lil Bub,84212,How very Bub like and so flippin perfect is Fort Bub???!!!!! A+ 😁👍🎀🐈💟🇺🇸
Brave Wilderness,1105348,why are you puking I love them
The Dro,2365128,Scout will drop kick you if you told him about Rupert
Funny Pets,77773,😉
Taylor Nicole Dean,2054168,I want to be like you when Im older
The Dodo,2268786,Mmmmmmm bacon.....
Steff J,1407971,can you go live on YouTube
MonkeyBoo,1344594,How old is boo?
Taylor Nicole Dean,1549969,Clickbait or not this was a great introduction video. I found you because of Jenna Marbles 💚
Gone to the Snow Dogs,2463295,omg cuteness overload 😊
Solid Gold Aquatics,828811,Rip Clyde i use to call him lil jeff :C
Taylor Nicole Dean,2087336,i love you so informative
WORM GITTER,1687349,God I am so glad you spoke to Worm Getter today. Love that you posted this brother. Thank you.
,2242922,I would like to have sex with you and make babies and more babies
Taylor Nicole Dean,1867971,I had a severe asthma attack in grade two and almost died
Заметки Собачника,2467233,Привет Паша! У нас тут кошки размером в два раза меньше ))) Лайк!
The Hoover Boys,771923,Timed delay coin bomb...lol   Great finds . God Bless
Amethyst Is Cutie,2313741,Turn down your volume at 1:49! 🔉
Side Hustle Pros,1689340,Are you selling stuff on amazon as used items?
Alex Knappenberger,507299,So people can post practically porn stupid pranks and controversial videos BUT an innocent channel gets shut down. Perfect logic
The Dodo,1911941,I love pits.  We have a wonderful dog and hes a pit bull.
Gone to the Snow Dogs,1627541,LOVE seeing videos of little Shelby!! I even go back and watch videos of Memphis as a puppy! And to see how little Rebecca was...that was adorable also! Love your channels love you guys and the dogs! Sending love from Az
ShowMe,240522,2:39 That one moment you realise you get homework for the holidays.
Amazing Leslee,21975,What lovely colours!
LPE360,309221,2:45 I laughed way too hard lol
MARLENE MCCOHEN,367249,Rocky sounds like a dinosaur lol made me jump
boombella,1108257,Aweee hes super cute
Gohan The Husky,1912818,If Gohan die what you will do?
Brave Wilderness,1990818,Thats how I feed my eel
AfroHerpkeeper,750607,can u do a full episode about a bearded dragon because i might get 1
Knowledge Feed,407667,Can I listen at .75 speed?
Brian Barczyk,1167090,I love snakes 🐍 the kromoto 😆 would have been the one to scare me 😳
Gardea23,2388904,I miss you guys! She definitely should dress up! Batgirl would be cute! And Rowan can be Robin!
IFG,677364,Id be very disappointed if an employee acted like that to me no enthusiasm at all
Gohan The Husky,1289101,9 🤙🏻 goodboy!
Gnat Vova,2524205,Woo hoo!!
Vet Ranch,795465,WTF is wrong with the people disliking this?
Brian Barczyk,1969271,leave those animals alone
Aquarium Co-Op,82469,did you boil rocks first?
The Dodo,486526,Haha
Keedes channel LIVE,1248386,видно что рыжику очень нравится
Brave Wilderness,9054,i dont like honey
Doreen Virtue,2040915,An advance Happy Birthday to you Doreen!! Thanks for all the loving light you bring to this world!!☺Stay blessed. God bless :)
Latif La,1776494,работяги- милые животные
David Burns,836686,My camera/phone is black. Notice the lack of one-handed bee hive inspection videos?  I could do a few for laughs.
Brian Barczyk,1198483,Face raped by a big yellow snake had me dying! 😂😂😂
Brian Barczyk,1075623,Man that reptile store was absolutely amazing. Im so jealous. I dont even know of a store in this state with that many different unique species compared to like a Petsmart or some cap selection like that.
Rise Up Society Fan Page,2372838,Digger miss Too many jiggers and fills the pain. Poor kid.
Robin Seplut,777123,I FEEL SO BAD FOR THE KITTEN TRYING TO GET CLOSER TO THE BIGGER O E IT HISSED AT THE KITTEN
Cole & Marmalade,2126352,Thank-you for once again showing us Crazy Cat People (and proud of it) how to entertain our furry best friends on a budget
Knowledge Feed,1914920,how to get audio like this??
Brian Barczyk,1483078,best vlog ever! SHOUT OUT TO BRIAN!  making my days better and inspiring to me do more in life
Info Marvel,2412106,muy interesante
Mạnh CFM,1589858,Thông báo tìm trẻ lạc mạnh cfm cần tìm  a lm clip bình luận dag cần nghe giọng a
Info Marvel,1397097,Quiero ganar 😭😭😭😭😭😭😭😭😭😭
The Dodo,1079161,Family goals
Brave Wilderness,1572745,he should be a teacher
Cole & Marmalade,384463,*_nom_*
SlideShow ForFun,1829287,I UNLIKE because its quite sad though
Brave Wilderness,113370,do you guys know there are only about 1 or 2 deaths recorded of someone dying from a black widow bite so if the spider bites him it is a very low chance of him being killed so this isnt really a life threatening video.
꼬부기아빠 My Pet Diary,1870853,잠깐 영상 안본사이 쵸비가 꼬부기보다 커졌네요...!((놀람
MrBryGuy55,1159177,I want yoyr next reaction!!! btw YPU LOOKED KIN OF BORED LMAO
Brave Wilderness,1446738,More like the Canadian lobster since it is so nice
RaleighLink14,1802165,Ive seen a horse weaving in its stall. It literally broke my heart. Horses should not be stalled 24/7.
Brave Wilderness,678736,What a teaser!!
꼬부기아빠 My Pet Diary,1092235,꼬비만 예뻐해...
NeSekret TV,2396448,Слава Богу что ты помогаешь животным а то я очень сильно переживаю за животные иногда плачу когда они в беде 😯😯😯😯😯😯😯😯😯😯😯😇😇😇😇😇😇😇😇😇
Taylor Nicole Dean,2471390,Nooo its impossible to hate on cheese HES SO CUTE!
Einstein Parrot,1503103,Watching Einstein really helps to give me a great day.
Brave Wilderness,210107,Digging mud searching for worms...what a job...
Animal Adventure Park,1089602,Happy (whats probably now late) Birthday Corey! Maybe Taj will give you a little kiss...but only if you give him some lettuce first!!!
The Dodo,2325859,Merry Christmas and thanks for your wonderful videos! ♥
Solid Gold Aquatics,1550584,there is also a myth about the arowanas that if they die from your tank it would bring badluck to youand if they tries to break through the glass of your aquarium it means natural disasters would be arrivingbut I aint seeing any bad luck to joey
Турецкие актеры,1325507,Неслихан самая самая
Brave Wilderness,859349,I am here before 10k!! Who else is?
Viktor Larkhill,332827,No dog ever deserves this. They just want a home and a family to love that is all they ask for and we ask for so much more.
Brave Wilderness,666927,I have always been fascinated by animals... ESPECIALLY reptiles. I have five reptiles and two dogs at my home. I want learn about animals and plants and be able to identify them. I love your channel and it would be crazy to get a signed copy.
Viktor Larkhill,1869120,Enquanto as pessoas pensarem em ter ao invés de ser os animais estão pagando com a própria vida o descaso e crueldade. excelente trabalho protetores. Salvando o que mais de precioso os animais.  anjinhos 😇🤗😍😄
2CAN.TV - Ripley the Toucan!,618688,Where was the super cute Part?
Funny Pets,500317,Theyre so amazing! And adorable 😍Pd: loved that duck! 😂
The Dodo,188803,you are the best
prehistoricpetstv,1264296,kinder egg suprises but in level 6 version
Robin Seplut,205526,Wow I love the black spots on the white cats face.  Its good they let you pet them.  Many feral cats Ive met are super skittish around humans.
Taylor Nicole Dean,780936,What is that thing with the shallow water? It was amphibian-like and kinda blobby. I think it’s name is mushu? Is it a salamander?
Brian Barczyk,675762,Have a good one Brian
Gohan The Husky,1229830,*Love from portugal keep up the good work*
Taylor Nicole Dean,1271137,Cheeeeeeese ❤❤❤❤
Brave Wilderness,1718156,April 27 is my Birthday
MaxluvsMya,1791560,How did the one with the eyes swollen shut turn out were there any lasting health effects?
Talking Kitty Cat,2276955,nooo a cliff hangar
ViralHog,429845,This comment section is cancer. Anybody know what the knife is?
Epic Wildlife,728855,whats up with people collecting lobsters?
MonkeyBoo,2531111,i checked ur older videos and he didnt flick his head in 2013. why now?
Exploring Alabama,361567,If u could reply I would freak out
Gnat Vova,1705847,So adorable
The Dodo,1574686,Lol I think this is a case of total puppy love for his/her human precious
Vet Ranch,1045149,Who would have done that initial care on the wound and not continued wound care?  Poor babyCongrats on the uncensoring!  Are the old videos going to re-upload without the blur or would that be too much work?
Brave Wilderness,1002346,Ayyyeee bear down 🐻💙❤️
꼬부기아빠 My Pet Diary,1659611,우앙♥♥♥
Taylor Nicole Dean,765018,The dog is a doberman. Just because its ears hasnt been snipped doesnt mean the dog isnt a doberman.
Reef Builders,879712,I totally agree with you we care more about life than those ignorant groups. Also the aquarium hobby contribute for important research and technology in preserving the natural reefs and fish species like the knowledge in propagating corals and tangs reproduction.
Robin Seplut,1663531,Subscribe to me if this is cute
Mr. Max T.V.,1839586,I love Max so much 💞
Brave Wilderness,769200,More Cribs!
Жизнь в деревне KZ,1095623,Лида на днях рассказали что профессиональный маляр сначала пробелил Белизной все пятна отбелились а потом эмульсией. Стало бело
